Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
1,0,0,0,6,11,7,7
0,0,0,2,7,11,7,4
0,0,0,2,7,11,7,5
0,0,0,2,7,11,7,5
0,0,1,0,7,11,6,7
0,0,0,2,7,11,7,4
1,0,0,2,13,22,14,11
0,0,0,1,7,11,7,6
1,0,0,0,6,11,7,6
0,1,0,0,7,10,7,7
2,0,2,5,48,77,47,42
0,0,0,2,7,11,7,3
1,0,0,0,6,11,7,5
0,0,0,192,645,1062,560,536
6,1,0,0,35,54,42,42
83,0,0,0,507,995,636,565
0,0,2,0,14,22,6,14
0,0,1,0,7,11,5,5
1,1,0,0,12,21,14,8
0,0,0,3,7,11,7,9
6,0,1,0,29,55,34,35
2,0,0,5,26,44,28,23
0,0,0,196,599,970,615,393
0,2,0,0,7,11,7,7
0,0,1,1,14,11,12,11
0,3,0,3,21,30,21,14
0,0,0,2,0,11,7,4
5,2,0,1,27,42,35,28
1,0,1,1,20,22,13,14
0,101,0,0,592,843,723,595
1,0,0,3,13,22,14,11
0,0,1,3,14,22,13,11
2,0,1,4,26,44,27,23
3,0,0,0,11,22,14,14
1,0,0,2,13,22,14,12
3,1,0,8,39,66,42,33
3,0,0,0,13,11,14,9
0,0,0,233,620,988,619,450
2,0,0,3,16,22,14,10
3,0,5,11,67,110,65,59
1,1,0,1,7,21,14,13
1,0,0,0,6,0,7,7
0,2,6,3,49,75,42,46
3,2,0,2,24,42,28,26
2,0,0,4,13,33,21,15
2,3,0,4,19,41,28,23
3,0,0,1,11,11,14,13
0,2,0,0,7,9,7,7
2,1,0,1,12,21,14,12
1,0,0,1,6,11,7,6
1,0,0,1,5,11,7,6
2,0,0,3,12,22,14,11
2,0,0,0,5,11,7,7
2,0,0,3,11,22,14,11
1,0,0,1,6,11,7,6
3,1,0,0,11,21,14,14
0,0,1,1,7,11,6,6
0,1,0,1,7,10,7,6
2,0,0,0,5,11,7,7
0,0,0,3,7,11,7,4
0,0,1,1,7,11,6,6
0,0,0,3,7,11,7,4
0,1,0,1,7,10,7,6
2,0,0,3,12,22,14,11
0,1,0,1,7,10,7,6
1,0,0,1,6,11,7,6
0,2,0,0,7,9,7,7
4,0,0,0,10,22,14,14
0,0,1,1,7,11,6,6
0,0,0,3,7,11,7,4
0,0,0,2,7,11,7,5
0,0,1,1,7,11,6,6
2,0,0,0,5,11,7,7
1,0,0,0,6,11,7,7
1,0,0,0,6,11,7,7
2,0,0,0,5,11,7,7
1,0,0,1,6,11,7,6
2,0,0,0,5,11,7,7
0,1,0,1,7,10,7,6
2,0,0,0,5,11,7,7
2,0,0,0,5,11,7,7
2,0,0,0,4,11,7,7
0,0,2,0,7,11,5,7
2,0,0,3,12,22,14,11
1,0,0,1,6,11,7,6
0,2,0,0,7,8,7,6
11,1,0,21,94,131,105,79
1,3,0,1,20,21,14,13
0,1,0,4,14,16,14,7
0,0,3,2,14,22,10,12
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
1,3,0,0,13,19,14,14
0,0,0,1,0,0,0,0
0,0,0,7,14,22,14,7
0,0,0,0,0,0,0,0
2,10,1,5,47,64,41,44
4,0,0,8,17,44,28,19
0,1,0,1,7,0,7,6
17,5,0,17,84,150,105,81
1,0,0,2,3,3,14,10
2,0,0,0,0,11,7,1
94,93,0,0,558,928,642,643
0,0,0,4,7,11,7,3
1,0,1,0,6,11,6,7
0,0,0,4,7,11,7,3
1,0,0,2,6,11,7,5
0,3,0,0,7,8,7,7
1,0,0,2,6,11,7,5
1,0,0,2,6,11,7,5
2,0,0,1,4,11,7,6
0,4,0,2,14,18,14,12
0,0,0,3,7,11,7,4
0,0,1,2,7,11,6,5
1,0,0,2,6,11,7,5
0,1,0,2,7,10,7,5
0,1,0,2,7,10,7,5
0,0,3,3,14,22,11,10
0,0,2,1,7,11,5,6
0,1,1,0,7,10,6,7
0,2,0,1,7,9,7,6
2,0,0,1,5,11,7,6
2,0,0,1,5,11,7,6
0,2,0,4,14,20,14,10
0,2,0,1,7,9,7,6
0,0,2,1,7,11,5,6
1,0,0,2,6,11,7,5
0,0,0,3,7,0,7,4
6,8,0,8,43,68,49,39
0,0,2,0,7,0,4,7
6,0,0,15,36,66,42,24
1,4,0,8,33,49,35,26
2,0,0,1,5,11,7,4
16,0,0,14,46,99,63,48
0,6,0,3,21,25,21,16
2,0,0,1,5,11,7,4
5,0,0,9,22,44,28,13
3,5,0,4,25,38,28,24
0,1,0,2,7,8,7,4
11,0,0,2,17,44,28,26
1,7,0,3,19,34,21,21
25,0,4,50,143,253,157,116
85,87,0,3,480,831,645,299
3,2,0,2,11,20,14,12
75,82,0,65,552,931,567,527
6,0,0,6,15,33,21,15
4,1,0,6,17,32,21,15
168,91,0,0,431,790,643,529
0,0,0,4,0,11,7,3
0,1,0,3,7,10,7,4
0,2,0,2,7,9,7,5
2,0,1,0,5,11,6,7
2,1,0,0,5,10,7,7
0,4,0,0,7,7,7,7
1,0,0,3,6,11,7,4
2,1,0,0,5,10,7,7
1,2,0,0,6,9,7,7
1,0,0,3,6,11,7,4
2,0,0,2,5,11,7,5
0,1,0,3,7,10,7,4
1,1,0,0,3,4,7,6
0,2,0,2,7,9,7,5
5,2,1,3,16,31,20,17
0,1,1,1,7,10,6,6
1,0,0,3,6,11,7,4
3,0,0,1,4,11,7,5
0,0,1,3,7,11,5,4
3,1,0,0,7,11,7,6
1,0,1,1,5,11,6,5
3,10,0,0,25,31,28,25
0,2,1,0,7,8,6,6
4,0,1,2,9,22,13,10
3,0,0,1,2,11,7,6
0,0,0,4,0,11,7,0
2,2,1,2,12,20,13,8
0,2,0,0,0,4,7,0
1,1,0,1,6,8,7,5
2,0,4,7,19,33,17,14
3,0,8,19,53,77,48,33
0,1,0,3,7,6,7,4
2,0,0,2,3,11,7,3
3,0,0,1,3,11,7,3
0,4,2,3,14,18,12,11
1,2,0,6,13,20,14,8
8,0,0,6,13,33,21,15
3,0,3,2,11,22,10,10
0,3,1,3,14,8,13,10
24,0,0,36,76,170,109,88
5,1,0,2,8,19,14,10
8,1,0,9,13,43,28,18
251,0,0,0,399,0,616,631
0,291,93,0,595,816,555,601
3,0,0,3,1,11,7,4
0,6,0,3,14,4,14,9
72,74,107,0,582,945,565,613
29,22,0,42,118,176,154,102
1,1,1,0,6,10,6,7
1,0,0,10,13,22,14,4
2,0,0,3,5,11,7,4
2,1,0,1,5,10,7,6
3,0,0,2,3,11,7,5
3,0,2,4,11,22,12,9
0,2,2,0,7,8,5,7
5,0,2,8,15,33,19,13
2,0,0,3,5,11,7,4
9,9,0,8,32,54,42,30
2,1,0,1,5,10,7,6
1,1,0,2,6,10,7,5
1,0,2,1,6,11,5,5
1,1,0,2,6,10,7,5
1,3,0,0,6,8,7,7
1,0,1,2,6,11,6,5
0,6,2,1,14,16,12,13
1,0,1,2,6,11,6,5
2,0,0,3,5,11,7,3
2,0,2,0,5,11,5,7
0,5,1,2,14,17,6,12
28,0,7,41,88,176,105,74
2,2,0,0,4,8,7,7
5,0,1,1,7,11,7,7
0,0,0,2,0,0,0,0
2,2,0,0,4,7,7,7
0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0
6,0,0,3,6,19,14,9
5,5,12,7,43,70,31,41
4,2,1,1,10,20,13,13
4,2,0,4,10,20,14,9
5,2,0,4,9,20,14,10
4,3,0,2,10,19,14,12
2,0,0,1,3,0,7,1
2,0,0,1,4,0,7,0
284,103,0,0,354,871,602,663
3,0,0,1,4,0,7,5
6,13,0,7,25,29,28,17
11,0,0,3,6,22,21,9
4,4,1,2,15,29,17,12
204,111,107,1,436,1007,565,669
7,11,7,7,28,44,28,28
0,4,0,2,7,7,7,5
2,0,0,4,5,11,7,3
2,1,0,2,5,10,7,5
0,1,1,2,7,10,6,5
0,5,0,1,7,5,7,6
0,8,0,4,14,14,14,9
2,0,0,4,5,11,7,3
1,1,1,1,6,10,6,6
5,0,0,7,9,22,14,7
2,2,0,1,5,9,7,6
0,2,3,7,14,20,11,7
2,5,2,0,12,16,12,14
2,3,0,0,5,8,7,7
9,0,0,9,12,33,21,12
2,1,0,2,5,10,7,5
0,0,2,4,7,11,5,3
0,2,2,1,7,9,5,6
3,0,0,3,4,11,7,4
3,1,0,1,4,9,7,5
2,0,0,3,0,11,7,1
37,263,119,132,745,876,643,583
20,13,0,15,42,71,56,38
206,6,92,217,425,1011,578,391
19,11,6,16,57,87,64,49
0,1,1,0,0,7,2,0
3,0,0,3,3,11,7,2
2,1,0,2,5,8,7,4
3,5,0,3,11,6,14,11
5,0,0,3,7,0,14,6
10,18,0,10,30,55,49,38
1,7,16,6,28,49,22,25
5,2,0,3,8,9,14,10
2,0,0,2,4,0,7,1
0,2,0,4,7,6,7,2
3,1,0,1,3,9,7,3
7,0,0,5,3,22,14,5
6,6,0,2,12,19,14,11
2,0,1,1,3,10,5,4
5,10,0,10,23,32,28,16
98,123,104,198,506,949,605,527
4,4,1,3,8,17,11,10
3,2,0,1,4,8,7,6
3,0,0,4,4,11,7,3
3,3,0,0,4,8,7,7
4,2,0,0,3,9,7,7
0,4,0,3,7,7,7,4
3,2,0,1,4,9,7,6
4,4,2,3,10,18,12,11
3,0,1,2,4,11,6,5
5,7,0,0,9,14,14,14
0,8,0,7,14,14,14,7
3,0,1,2,4,11,6,4
0,4,0,3,7,7,7,3
0,5,0,2,7,5,7,5
3,2,0,1,4,9,7,6
0,3,0,2,0,8,7,0
11,3,3,12,26,33,26,19
161,197,40,200,559,1037,683,617
0,2,1,2,7,4,4,5
2,2,0,2,4,1,7,1
4,0,0,0,3,0,7,0
2,5,0,5,11,15,14,7
18,44,20,37,122,167,119,98
4,2,0,0,3,6,7,7
2,2,1,0,4,8,6,6
3,5,7,13,25,39,21,15
6,6,0,1,8,16,14,13
5,11,1,6,23,33,27,22
4,2,1,6,10,20,13,8
117,291,0,0,311,436,703,393
5,4,0,2,7,14,14,5
3,0,0,1,1,0,7,0
2,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0
2,1,0,2,3,7,7,0
3,0,0,2,3,0,7,3
0,9,3,4,7,16,11,9
0,6,0,2,7,5,7,5
2,1,1,2,4,10,6,5
2,2,1,1,5,9,6,6
2,1,1,2,5,10,6,5
2,2,0,2,5,9,7,5
8,16,4,11,27,39,31,24
2,4,0,1,4,7,7,6
2,2,0,3,5,8,7,4
4,1,0,2,3,10,7,5
11,4,1,11,16,28,27,15
184,73,63,1,357,648,474,369
6,0,2,7,9,22,12,7
15,2,4,15,19,53,30,18
13,9,0,17,22,46,35,18
0,3,1,3,7,6,6,4
10,10,0,2,11,23,21,19
0,6,0,0,0,1,7,6
5,4,0,2,7,12,7,7
2,0,0,0,0,0,0,0
5,1,0,1,2,7,7,6
3,10,8,9,25,34,20,19
7,0,0,8,6,11,14,6
46,12,0,60,61,140,96,51
2,4,0,1,3,7,7,3
0,6,1,1,7,5,6,6
0,4,0,4,7,6,7,3
0,6,0,2,7,5,7,5
14,36,14,16,58,84,62,58
3,5,0,0,4,6,7,7
3,2,0,3,4,9,7,4
5,3,0,0,2,7,7,7
3,2,0,1,3,9,0,5
3,3,1,0,4,7,6,7
3,2,2,0,4,9,5,7
2,4,0,2,5,7,7,4
5,6,0,5,9,15,14,9
3,2,1,1,4,9,6,6
2,2,2,1,5,9,5,6
3,1,1,2,4,10,6,5
1,4,0,3,6,7,7,3
4,3,0,1,3,8,7,6
2,3,2,0,5,8,5,7
4,2,0,2,3,8,7,5
5,6,2,1,9,16,12,12
3,2,0,3,4,9,7,4
5,2,0,3,5,10,7,5
2,3,1,6,7,11,7,2
24,39,0,17,43,63,63,49
12,14,0,6,15,28,28,20
0,2,1,0,0,0,0,0
0,0,0,0,7,11,7,7
4,4,4,4,0,5,3,3
