,Temporal Dark Patterns,Monetary Dark Patterns,Social Dark Patterns,Psychological Dark Patterns,Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
10,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
11,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
12,This game has 0 reported Temporal Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,0,0,0,0,28,44,28,28
13,This game has 0 reported Temporal Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,0,0,0,0,28,44,28,28
14,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
15,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
16,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
17,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
18,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
19,This game has 0 reported Temporal Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 44 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,0,0,0,0,28,44,28,28
20,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,6
21,This game has 0 reported Temporal Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 33 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,0,0,0,0,21,33,21,21
22,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,6
23,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
24,This game has 0 reported Temporal Dark Patterns. There are 56 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 88 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 56 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 54 votes indicating the absence of a dark pattern.,0,0,0,0,56,88,56,54
25,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,0,0,0,0,14,22,14,14
26,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
27,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
28,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
29,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,0,0,0,0,14,22,14,14
30,This game has 0 reported Temporal Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 55 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,0,0,0,0,35,55,35,35
31,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
32,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
33,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,5
34,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,6
35,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
36,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
37,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
38,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
39,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
40,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
41,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,0,0,0,0,14,22,14,12
42,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
43,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
44,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
45,This game has 0 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,0,0,0,0,0,0,0,0
46,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
47,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
48,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
49,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
50,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
51,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
52,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
53,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
54,This game has 0 reported Temporal Dark Patterns. There are 701 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 968 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 680 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 579 votes indicating the absence of a dark pattern.,0,0,0,0,701,968,680,579
55,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
56,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
57,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
58,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
59,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
60,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,2
61,This game has 0 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,0,0,0,0,0,0,0,0
62,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
63,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
64,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
66,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
67,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,0,0,0,0,14,22,14,14
68,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,5
69,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,0,0,0,0,14,22,14,14
70,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
71,This game has 0 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 22 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,0,0,0,0,14,22,14,14
72,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
73,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
74,This game has 0 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,0,0,0,0,7,11,7,7
